pmcid,doi,title,journal,pubdate,pub_year,criteria_era,article_type_inferred,included,exclusion_reason,num_patients,age_numeric,age_descriptive,age_original_quote,age_range_mapped,age_midpoint_for_analysis,age_group,age_unit_original,sex,has_eds,has_pots,has_mcas,has_mastocytosis,triad_present,diagnostic_criteria_cited,beighton_score,symptoms_detected,terminology_used,extraction_method,extraction_date,eds_subtype,has_heds,has_non_heds_eds,eds_negated
PMC12640735,10.1002/14651858.CD015363.pub2,Effects of human papillomavirus (HPV) vaccination programmes on community rates of HPV-related disease and harms from vaccination.,Cochrane Database Syst Rev,2025 Nov 24,2025,post-2017 (2017 international classification),clinical_study,True,,946,29,,"We performed meta-analysis on studies that reported effect estimates adjusted for confounding, with a focus on those receiving HPV vaccination at or before the age of 16 years (the target age group for vaccination).",,29,young adult (18-29),years,female,False,True,False,False,False,MCAS consensus criteria,,chronic_pain; orthostatic_intolerance; tachycardia; fatigue; brain_fog,POTS; postural tachycardia syndrome,rule_based_v3,2026-04-16T20:48:14.677881,,False,False,False
PMC12640326,10.1007/s00415-025-13518-x,Postural orthostatic tachycardia syndrome is the most frequent cardiovascular autonomic disorder following COVID-19 infection or vaccination.,J Neurol,2025 Nov 22,2025,post-2017 (2017 international classification),clinical_study,True,,120,28,,,,28,young adult (18-29),years,female,False,True,False,False,False,,,chronic_pain; orthostatic_intolerance; tachycardia; syncope; fatigue; gi_symptoms; headache_migraine; neuropathy; brain_fog,POTS; postural tachycardia syndrome; dysautonomia,rule_based_v3,2026-04-16T20:48:14.882749,,False,False,False
PMC12574150,10.1186/s40959-025-00379-6,Postural orthostatic tachycardia syndrome and orthostatic intolerance in adult patients with active cancer.,Cardiooncology,2025 Oct 29,2025,post-2017 (2017 international classification),case_report,True,,213,19,,MethodsConsecutive 220 active cancer patients aged 19-59 were enrolled.,,19,young adult (18-29),years,female,False,True,True,False,False,,,joint_hypermobility; orthostatic_intolerance; tachycardia; syncope; fatigue; gi_symptoms; headache_migraine; palpitations,JHS; POTS; postural tachycardia syndrome; dysautonomia,rule_based_v3,2026-04-16T20:48:14.909001,,False,False,False
PMC12554255,10.7759/cureus.93271,Chronic Cardiovascular Disorders Associated With COVID-19: A Literature Review.,Cureus,2025 Sep,2025,post-2017 (2017 international classification),clinical_study,True,,143,60,,"The average age of the subjects was 56 years, and the observation period lasted an average of 60.",,60,older adult (60-74),years,female,False,True,False,False,False,,,chronic_pain; orthostatic_intolerance; tachycardia; syncope; fatigue; gi_symptoms; headache_migraine; brain_fog; palpitations,POTS; postural tachycardia syndrome,rule_based_v3,2026-04-16T20:48:14.986470,,False,False,False
PMC12520903,10.3389/fneur.2025.1642869,Differential diagnosis of orthostatic dizziness with persistent postural-perceptual dizziness and its underlying mechanisms.,Front Neurol,2025,2025,post-2017 (2017 international classification),animal_study,True,,53,3,,The frequency of severe lesions with white matter hyperintensities (WMH) at Fazekas stage 3 was notably higher in patients experiencing ‘unexplained’ dizziness compared to those with ‘explained’ causes of dizziness (60).,,3,early childhood (1-4),years,female,False,True,False,False,False,,,chronic_pain; orthostatic_intolerance; tachycardia; syncope; fatigue; gi_symptoms; headache_migraine; neuropathy; brain_fog; palpitations,POTS; postural tachycardia syndrome,rule_based_v3,2026-04-16T20:48:15.069731,,False,False,False
PMC12515974,10.3389/fcimb.2025.1647203,"Immunotherapies for postural orthostatic tachycardia syndrome, other common autonomic disorders, and Long COVID: current state and future direction.",Front Cell Infect Microbiol,2025,2025,post-2017 (2017 international classification),clinical_study,True,,16,60,,"This form of syncope is common, with 42% of women and 32% of men experiencing at least one episode by age 60.",,60,older adult (60-74),years,,True,True,True,True,True,,,chronic_pain; orthostatic_intolerance; tachycardia; syncope; fatigue; gi_symptoms; headache_migraine; neuropathy; brain_fog; palpitations; medication_sensitivity,HSD; POTS; postural tachycardia syndrome; dysautonomia; mast cell activation syndrome,rule_based_v3,2026-04-16T20:48:15.142188,hEDS_HSD,True,False,False
PMC12504783,10.7759/cureus.91804,Therapeutic Plasma Exchange in Postural Tachycardia Syndrome (POTS).,Cureus,2025 Sep,2025,post-2017 (2017 international classification),review_or_study,True,,1,,child,EditorialPostural tachycardia syndrome (POTS) is an autonomic nervous system condition that is characterized by an increase in heart rate of at least 30 beats per minute (40 beats per minute in adolescents or children) upon standing from the supine position without corresponding hypotension [1].,3-12 years,7.5,childhood (5-11),years,,False,True,False,False,False,,,orthostatic_intolerance; tachycardia; fatigue; headache_migraine; palpitations,POTS; postural tachycardia syndrome; dysautonomia,rule_based_v3,2026-04-16T20:48:15.201131,,False,False,False
PMC12495029,10.1093/ehjcr/ytaf425,Monitoring of cardiorespiratory vagal desynchrony using novel biomarkers derived from smartwatch electrocardiograms in a patient recovering from long COVID: case report.,Eur Heart J Case Rep,2025 Oct,2025,post-2017 (2017 international classification),case_report,True,,1,35,,"Methods and resultsThis study examines a 35-year-old male with long COVID, POTS, and chronic fatigue syndrome (CFS), who recorded 328 ECGs over using a Samsung smartwatch.",,35,adult (30-44),years,male,False,True,False,False,False,,,tachycardia; fatigue,POTS; postural tachycardia syndrome; dysautonomia,rule_based_v3,2026-04-16T20:48:15.208185,,False,False,False
PMC12441330,10.1016/j.jaccas.2025.104167,A Case of Postural Orthostatic Tachycardia Syndrome in a 20-Year-Old Female Athlete: Review of Ivabradine Guidelines.,JACC Case Rep,2025 Jul 16,2025,post-2017 (2017 international classification),clinical_study,True,,49,20,,"Case SummaryA 20-year-old woman with POTS, complicated by multiple comorbidities, experienced a severe functional decline.",,20,young adult (18-29),years,female,True,True,False,False,False,,,orthostatic_intolerance; tachycardia; syncope; chiari; palpitations,POTS; postural tachycardia syndrome,rule_based_v3,2026-04-16T20:48:15.225208,EDS_mentioned_but_excluded,False,False,True
PMC12399260,10.1016/j.jacadv.2025.101873,Characterization of Postural Orthostatic Tachycardia Syndrome in Long COVID: Self-reported Data From the LISTEN Study.,JACC Adv,2025 Aug,2025,post-2017 (2017 international classification),clinical_study,True,,1,18,,"Study recruitmentThe LISTEN study recruited participants from the Hugo Health Kindred community, an online group of people aged 18 years and older interested in contributing to COVID-19 research.",,18,young adult (18-29),years,female,True,True,True,False,True,,,joint_hypermobility; chronic_pain; orthostatic_intolerance; tachycardia; fatigue; gi_symptoms; headache_migraine; neuropathy; brain_fog; palpitations,hypermobile EDS; POTS; postural tachycardia syndrome; dysautonomia; MCAS; mast cell activation syndrome,rule_based_v3,2026-04-16T20:48:15.251973,EDS_unspecified,True,False,False
PMC12335401,10.1007/s00431-025-06253-y,Two-year follow-up on multisystem inflammatory syndrome in children (MIS-c): findings from a tertiary paediatric hospital in Latvia.,Eur J Pediatr,2025 Aug 9,2025,post-2017 (2017 international classification),clinical_study,True,,21,1,,"Regarding practical aspects, functional tests were not completed by 1-year-old patients, due to age-specific reasons.",,1,early childhood (1-4),years,female,False,True,False,False,False,,,orthostatic_intolerance; fatigue; neuropathy; brain_fog,POTS,rule_based_v3,2026-04-16T20:48:15.267520,,False,False,False
PMC12294965,10.3390/insects16070674,Effectiveness of Sunn Hemp (Crotalaria juncea L.) in Reducing Wireworm Damage in Potatoes.,Insects,2025 Jun 27,2025,post-2017 (2017 international classification),animal_study,True,,1,1,,The ESI source was operated in positive ionization mode with the following instrumental parameters: capillary voltage of 1.,,1,early childhood (1-4),years,,False,True,False,False,False,,,,HSD; POTS,rule_based_v3,2026-04-16T20:48:15.342706,,False,False,False
PMC12280984,10.1073/pnas.2426874122,Patient-reported treatment outcomes in ME/CFS and long COVID.,Proc Natl Acad Sci U S A,2025 Jul 15,2025,post-2017 (2017 international classification),clinical_study,True,,925,1,,,,1,early childhood (1-4),years,female,True,True,True,False,True,,,joint_hypermobility; tachycardia; fatigue; headache_migraine; brain_fog,POTS; postural tachycardia syndrome; dysautonomia; MCAS; mast cell activation syndrome,rule_based_v3,2026-04-16T20:48:15.603560,EDS_unspecified,True,False,False
PMC12283190,10.1155/ogi/8872884,The Long-Term Postural Orthostatic Tachycardia Syndrome Outcomes Survey-Gynecologic Findings: A Cross-Sectional Survey in Young Women.,Obstet Gynecol Int,2025,2025,post-2017 (2017 international classification),clinical_study,True,,167,18,,MethodsThe LT-POTS survey was offered to a group of patients diagnosed with POTS before age 18 years by one of the authors (Jeffrey R.,,18,young adult (18-29),years,female,False,True,False,False,False,,,joint_hypermobility; orthostatic_intolerance; tachycardia; syncope; fatigue; gi_symptoms; headache_migraine,POTS; postural tachycardia syndrome,rule_based_v3,2026-04-16T20:48:15.634614,,False,False,False
PMC12197400,10.3390/vaccines13060548,Cardiopulmonary Effects of COVID-19 Vaccination: A Comprehensive Narrative Review.,Vaccines (Basel),2025 May 22,2025,post-2017 (2017 international classification),clinical_study,True,,19,82,,"TCM following COVID-19 vaccination tends to occur in older females, with systematic reviews yielding a median age of 61.",,82,elderly (75+),years,female,False,True,False,False,False,,,tachycardia; syncope; fatigue; headache_migraine; palpitations,POTS; postural tachycardia syndrome; dysautonomia,rule_based_v3,2026-04-16T20:48:15.695704,,False,False,False
PMC12148095,10.33549/physiolres.935504,Autoimmune Antibodies in Orthostatic Intolerance Syndromes.,Physiol Res,2025 Apr 30,2025,post-2017 (2017 international classification),case_report,True,,61,12,,Postural orthostatic tachycardia syndrome is characterized by a sustained increase in heart rate ≥30 bpm (≥ 40 bpm for adolescents aged 12-19 years) during 10 minutes of standing in the absence of orthostatic hypotension with associated symptoms of orthostatic intolerance.,,12,adolescent (12-17),years,female,False,True,False,False,False,,,orthostatic_intolerance; tachycardia; syncope; fatigue; gi_symptoms; headache_migraine; neuropathy; palpitations,POTS; postural tachycardia syndrome,rule_based_v3,2026-04-16T20:48:15.730833,,False,False,False
PMC12112802,10.3390/medicina61050773,The Involvement and Manifestations of SARS-CoV-2 Virus in Cardiovascular Pathology.,Medicina (Kaunas),2025 Apr 22,2025,post-2017 (2017 international classification),animal_study,True,,19,21,,"A study published in 2024 highlights that vaccination, especially with three doses, significantly improved immune responses and reduced the severity of COVID-19 in elderly patients.",,21,young adult (18-29),years,female,False,True,False,False,False,,,chronic_pain; orthostatic_intolerance; tachycardia; syncope; fatigue; headache_migraine; brain_fog; palpitations; medication_sensitivity,POTS; postural tachycardia syndrome; dysautonomia,rule_based_v3,2026-04-16T20:48:16.104884,,False,False,False
PMC12071195,10.3389/fneur.2025.1567708,Impact of exercise to treat postural orthostatic tachycardia syndrome: a systematic review.,Front Neurol,2025,2025,post-2017 (2017 international classification),clinical_study,True,,25,12,,"Current consensus criteria for the diagnosis of POTS in adults requires symptoms of orthostatic intolerance for at least three months, along with a sustained increase in heart rate (HR) of at least 30 beats per minute within 10 min of upright position (40 beats per minute in patients age 12-19 years...",,12,adolescent (12-17),years,female,True,True,True,True,True,MCAS consensus criteria,,joint_hypermobility; orthostatic_intolerance; tachycardia; fatigue; headache_migraine; neuropathy,HSD; POTS; postural tachycardia syndrome; MCAS; mast cell activation syndrome; mastocytosis,rule_based_v3,2026-04-16T20:48:16.147587,hEDS_HSD,True,False,False
PMC11771442,10.1210/jcemcr/luae218.021,P-18 THREE BODY PROBLEM PATIENT: EHLER DANLOS SYNDROME COMBINED WITH HYPOPHOSPHATASIA AND FATTY ACID OXIDATION DEFECT.,JCEM Case Rep,2025 Jan,2025,post-2017 (2017 international classification),case_report,True,,1,27,,Clinical CaseA 27-year-old male visited an endocrinology clinic with a complaint of low libido that started six months ago.,,27,young adult (18-29),years,male,True,True,True,True,True,,,joint_hypermobility; subluxations_dislocations; tachycardia; urticaria; headache_migraine,postural tachycardia syndrome; MCAD; mastocytosis,rule_based_v3,2026-04-16T20:48:16.260894,EDS_unspecified,True,False,False
PMC12641438,10.3389/fcvm.2025.1705201,Cardiovascular manifestations in mast cell activation disease: key insights for cardiologists and angiologists.,Front Cardiovasc Med,2025,2025,post-2017 (2017 international classification),animal_study,True,,12,2,,,,2,early childhood (1-4),years,,True,False,True,True,False,,,tachycardia; syncope; urticaria; anaphylaxis; gi_symptoms; neuropathy; medication_sensitivity,MCAS; MCAD; mast cell activation syndrome; mastocytosis,rule_based_v3,2026-04-16T20:48:26.778312,EDS_unspecified,True,False,False
PMC12633608,10.1101/2025.10.19.25338239,"Geography, Ancestry, Age and Sex Shape Somatic Autosomal Mosaic Chromosomal Alterations in Blood.",medRxiv,2025 Oct 20,2025,post-2017 (2017 international classification),case_report,True,,1,77,,,,77,elderly (75+),years,female,False,False,True,False,False,,,,MCAS,rule_based_v3,2026-04-16T20:48:27.224533,,False,False,False
PMC12614038,10.7759/cureus.94557,Refractory Antiphospholipid Syndrome With Thoracic Outlet and Superior Vena Cava Syndromes: A Complex Case of Recurrent Thrombosis.,Cureus,2025 Oct,2025,post-2017 (2017 international classification),review_or_study,True,,1,39,,"This is the case of a 39-year-old female with treatment-resistant antiphospholipid syndrome (APS), hereditary angioedema (HAE), and mast cell activation syndrome (MCAS) complicated by SVCS and venous TOS.",,39,adult (30-44),years,female,False,False,True,False,False,,,tachycardia; gi_symptoms; medication_sensitivity,dysautonomia; MCAS; MCAD; mast cell activation syndrome,rule_based_v3,2026-04-16T20:48:27.240662,,False,False,False
